Time (ns),Total E x (V/m),Total E y (V/m),Total E z (V/m)
0.347012863,-3.415875e-12,-1.19084352e-05,1.19084452e-05
0.348012896,-3.1377121e-12,-1.01684182e-05,1.01684282e-05
0.34901293,-2.80897874e-12,-8.32367277e-06,8.32368369e-06
0.350012963,-2.48029483e-12,-6.37860512e-06,6.37861604e-06
0.351012996,-2.26548142e-12,-4.33820423e-06,4.33821515e-06
0.35201303,-2.24670955e-12,-2.2081083e-06,2.20811899e-06
0.353013063,-2.46502124e-12,5.5538516e-09,-5.54373347e-09
0.354013124,-2.92940563e-12,2.29603643e-06,-2.29602665e-06
0.355013158,-3.6154827e-12,4.65602625e-06,-4.6560167e-06
0.356013191,-4.48798594e-12,7.07760364e-06,-7.07759364e-06
0.357013225,-5.48686617e-12,9.55245741e-06,-9.5524465e-06
0.358013258,-6.52358766e-12,1.20715767e-05,-1.2071564e-05
0.359013291,-7.50973849e-12,1.46255943e-05,-1.46255798e-05
0.360013325,-8.42010749e-12,1.72046166e-05,-1.72045984e-05
0.361013386,-9.20417388e-12,1.97983118e-05,-1.97982899e-05
0.362013419,-9.8114173e-12,2.23958814e-05,-2.23958559e-05
0.363013453,-1.02165767e-11,2.49862278e-05,-2.49861987e-05
0.364013486,-1.05206937e-11,2.75579041e-05,-2.75578714e-05
0.365013519,-1.07743892e-11,3.0099025e-05,-3.00989886e-05
0.366013553,-1.10280847e-11,3.25975052e-05,-3.25974652e-05
0.367013586,-1.13321028e-11,3.50410883e-05,-3.50410446e-05
0.36801362,-1.17369647e-11,3.74172996e-05,-3.74172523e-05
0.369013681,-1.20404875e-11,3.97134427e-05,-3.97133917e-05
0.370013714,-1.214153e-11,4.19168173e-05,-4.19167627e-05
0.371013748,-1.21413313e-11,4.40147232e-05,-4.4014665e-05
0.372013781,-1.2140935e-11,4.59944204e-05,-4.59943585e-05
0.373013814,-1.21405386e-11,4.78432594e-05,-4.78431939e-05
0.374013848,-1.21401422e-11,4.95487766e-05,-4.95487075e-05
0.375013881,-1.20387034e-11,5.10986574e-05,-5.10985883e-05
0.376013942,-1.17349828e-11,5.24809075e-05,-5.24808347e-05
0.377013976,-1.10266978e-11,5.3683827e-05,-5.36837506e-05
0.378014009,-1.02173704e-11,5.46961201e-05,-5.46960437e-05
0.379014042,-9.40804292e-12,5.55069382e-05,-5.55068618e-05
0.380014076,-8.59891412e-12,5.61059605e-05,-5.61058805e-05
