Time (ns),Total E x (V/m),Total E y (V/m),Total E z (V/m)
0.470017414,-1.31566571e-08,0.586129963,-0.586130023
0.471017447,-6.52340049e-09,0.611620307,-0.611620367
0.472017481,1.76695192e-09,0.635065079,-0.635065138
0.473017514,5.08763964e-09,0.656317651,-0.656317711
0.474017547,1.77669435e-09,0.675238848,-0.675238907
0.475017581,-8.1626359e-09,0.691697657,-0.691697717
0.476017614,-2.14194067e-08,0.705572248,-0.705572307
0.477017648,-3.79903682e-08,0.716750562,-0.716750562
0.478017681,-5.2905861e-08,0.725131094,-0.725131035
0.47901777,-6.11962108e-08,0.730623484,-0.730623424
0.480017803,-6.45136495e-08,0.733149469,-0.733149409
0.481017837,-6.28614245e-08,0.732643187,-0.732643187
0.48201787,-5.62330378e-08,0.729051828,-0.729051888
0.483017903,-4.79426845e-08,0.722336113,-0.722336233
0.484017937,-3.9649084e-08,0.71247077,-0.712470889
0.48501797,-3.30077086e-08,0.699444592,-0.699444711
0.486018004,-2.80218053e-08,0.683261275,-0.683261395
0.487018037,-2.30359021e-08,0.663939178,-0.663939297
0.48801807,-2.13641922e-08,0.641511738,-0.641511798
0.489018104,-2.30099229e-08,0.616027236,-0.616027296
0.490018137,-2.79763412e-08,0.58754921,-0.587549269
0.491018171,-3.37769919e-08,0.556156099,-0.556156158
0.492018204,-3.70944306e-08,0.521940887,-0.521940947
0.493018237,-3.95841333e-08,0.485011548,-0.485011607
0.494018326,-3.62764361e-08,0.445490062,-0.445490152
0.49501836,-3.13132666e-08,0.403512329,-0.403512418
0.496018393,-2.30359039e-08,0.359227657,-0.359227747
0.497018426,-1.22704611e-08,0.312798083,-0.312798172
0.49801846,1.55326418e-10,0.264397949,-0.264398038
0.499018493,1.46561376e-08,0.214213103,-0.214213207
0.500018527,2.91618196e-08,0.162439957,-0.162440062
0.50101856,4.2013653e-08,0.109285362,-0.109285459
0.502018593,5.27957411e-08,0.0549649559,-0.0549650379
0.503018627,6.16091143e-08,-0.00029740241,0.000297333492
0.50401866,6.84487134e-08,-0.056270767,0.0562707111
0.505018694,7.36301828e-08,-0.112718061,0.112718016
